SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Jan 27 15:11:31 EST 2026
User: Claudine
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2E3842
Integration Time (usec): 15000 (USB2E3842)
Spectra Averaged: 1 (USB2E3842)
Boxcar Smoothing: 0 (USB2E3842)
Correct for Electrical Dark: No (USB2E3842)
Strobe/Lamp Enabled: No (USB2E3842)
Correct for Detector Non-linearity: No (USB2E3842)
Correct for Stray Light: No (USB2E3842)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
340.23	0.00
340.61	-6.00
340.98	0.00
341.36	7.00
341.73	-3.00
342.10	-4.00
342.48	-5.00
342.85	-5.00
343.23	1.00
343.60	1.00
343.97	-3.00
344.35	7.00
344.72	2.00
345.10	-4.00
345.47	-6.00
345.84	-1.00
346.22	-8.00
346.59	-2.00
346.97	5.00
347.34	1.00
347.71	-1.00
348.09	4.00
348.46	7.00
348.83	-6.00
349.21	2.00
349.58	-3.00
349.95	-1.00
350.33	0.00
350.70	0.00
351.07	-1.00
351.45	-6.00
351.82	-4.00
352.19	-3.00
352.57	-3.00
352.94	1.00
353.31	-3.00
353.68	7.00
354.06	0.00
354.43	3.00
354.80	-5.00
355.18	-1.00
355.55	8.00
355.92	-8.00
356.29	-5.00
356.67	-2.00
357.04	-8.00
357.41	-1.00
357.78	-4.00
358.16	-5.00
358.53	-4.00
358.90	2.00
359.27	7.00
359.64	-4.00
360.02	5.00
360.39	-6.00
360.76	4.00
361.13	-2.00
361.51	-5.00
361.88	-4.00
362.25	-1.00
362.62	0.00
362.99	-4.00
363.36	2.00
363.74	-1.00
364.11	6.00
364.48	-2.00
364.85	3.00
365.22	3.00
365.59	-3.00
365.97	-1.00
366.34	-4.00
366.71	1.00
367.08	-4.00
367.45	1.00
367.82	5.00
368.19	2.00
368.56	-6.00
368.94	1.00
369.31	-1.00
369.68	-2.00
370.05	7.00
370.42	-4.00
370.79	2.00
371.16	-2.00
371.53	-3.00
371.90	4.00
372.27	-5.00
372.64	1.00
373.01	0.00
373.39	2.00
373.76	-11.00
374.13	-3.00
374.50	-5.00
374.87	-2.00
375.24	-2.00
375.61	-1.00
375.98	-4.00
376.35	5.00
376.72	-4.00
377.09	-2.00
377.46	-4.00
377.83	-2.00
378.20	0.00
378.57	-3.00
378.94	4.00
379.31	-6.00
379.68	2.00
380.05	-8.00
380.42	-5.00
380.79	-2.00
381.16	0.00
381.53	-4.00
381.90	-5.00
382.27	-2.00
382.64	-6.00
383.01	4.00
383.38	3.00
383.74	-7.00
384.11	2.00
384.48	3.00
384.85	-3.00
385.22	1.00
385.59	3.00
